id,class,split,early_mean,early_trend,pairwise_correlation,branch_dispersion,late_mean
regenerative_037,regenerative,train,0.019247685185185184,-0.003402777777777779,-0.0009362113747073253,0.0014954760741220851,0.0077083333333333335
regenerative_038,regenerative,train,0.027256944444444445,-0.0004398148148148165,-0.0012962049473331724,0.0013151224698742612,0.020717592592592593
regenerative_039,regenerative,train,0.01337962962962963,-0.0015277777777777772,0.00013290747438230027,0.0015101394842870458,0.006631944444444445
regenerative_040,regenerative,train,0.02150462962962963,-0.0009722222222222215,0.00013005533808108888,0.0014813006255348295,0.009710648148148149
regenerative_041,regenerative,train,0.03332175925925926,-0.0004861111111111177,-0.003337917254941794,0.00157845081878131,0.020833333333333332
regenerative_042,regenerative,train,0.03417824074074074,-0.0039583333333333345,0.00041624670235147857,0.0008617051664552958,0.02221064814814815
regenerative_043,regenerative,train,0.03319444444444444,-0.0018518518518518545,0.0007840494086654565,0.0014698618394803293,0.020266203703703703
regenerative_044,regenerative,test,0.039976851851851854,-0.001064814814814817,0.0010776575096490648,0.0016555376894387725,0.02767361111111111
regenerative_045,regenerative,test,0.038530092592592595,0.0013194444444444425,-0.001781620878878834,0.001234851192420012,0.02537037037037037
regenerative_046,regenerative,test,0.03484953703703704,-0.0044675925925925924,0.003791258855596842,0.001517881457944055,0.016747685185185185
regenerative_047,regenerative,train,0.041122685185185186,-0.003495370370370371,0.0008976191097149867,0.0009781975766537106,0.019733796296296298
regenerative_048,regenerative,train,0.02079861111111111,-0.001412037037037038,-0.0008396827633211526,0.0013764391863341691,0.013310185185185185
regenerative_049,regenerative,train,0.019386574074074073,-0.0007175925925925926,0.0008691127216138799,0.0011003895330679936,0.009259259259259259
regenerative_050,regenerative,test,0.02070601851851852,-0.0005787037037037028,0.00011953980695237442,0.0010586956825990688,0.009606481481481481
regenerative_051,regenerative,test,0.036898148148148145,-0.0056944444444444395,0.0006798506737504664,0.0014418899539256878,0.01824074074074074
regenerative_052,regenerative,test,0.03497685185185185,-0.005740740740740741,0.00011035604624442695,0.0015254963324625387,0.016805555555555556
regenerative_053,regenerative,train,0.034166666666666665,-0.0036111111111111135,0.0005853978080917198,0.0012687212598189554,0.017974537037037035
regenerative_054,regenerative,train,0.041805555555555554,-0.0030555555555555544,-0.00026683762912836254,0.0018839805508681295,0.026030092592592594
regenerative_055,regenerative,train,0.03280092592592593,-0.0017129629629629647,-0.0018668709505661636,0.0014357451118019169,0.014849537037037038
regenerative_056,regenerative,train,0.036550925925925924,-0.003935185185185187,0.002435174974869864,0.0010655693783781393,0.014548611111111111
regenerative_057,regenerative,train,0.0431712962962963,-0.0026851851851851863,-0.0017326965520290968,0.0019053330593928623,0.026712962962962963
regenerative_058,regenerative,train,0.022141203703703705,-0.003263888888888889,0.000491338240068717,0.0016436407753171987,0.011134259259259259
regenerative_059,regenerative,train,0.016967592592592593,-0.00037037037037036813,-0.0010249932570294965,0.0011945431340222839,0.009710648148148149
regenerative_060,regenerative,test,0.02388888888888889,-0.0022685185185185204,0.004107278351734952,0.00162894556349622,0.011805555555555555
regenerative_061,regenerative,train,0.03386574074074074,0.0006944444444444489,0.0010682542318826913,0.0011318947387405239,0.025706018518518517
regenerative_062,regenerative,train,0.0325,-0.005092592592592593,0.0021080270082069015,0.0019543398999264296,0.01273148148148148
regenerative_063,regenerative,train,0.02113425925925926,-0.0012500000000000011,0.00291235728555126,0.0009630853732738298,0.012199074074074074
regenerative_064,regenerative,train,0.03712962962962963,-0.0016203703703703692,-0.0033833446778517456,0.0013513443999376327,0.021041666666666667
regenerative_065,regenerative,train,0.019780092592592592,-0.0020138888888888914,-0.002004558974046893,0.0009118578269127583,0.009097222222222222
regenerative_066,regenerative,train,0.02201388888888889,0.0009259259259259273,-0.0003505561966138333,0.0008878152273502365,0.01138888888888889
regenerative_067,regenerative,train,0.020775462962962964,-2.314814814815061e-05,0.0009343363153751026,0.0015008410279414212,0.011724537037037037
regenerative_068,regenerative,train,0.04078703703703704,0.0,-0.002782500314260457,0.0010788129812713922,0.023414351851851853
regenerative_069,regenerative,test,0.023333333333333334,0.0006481481481481477,-0.0026493963971337938,0.0016249934050726153,0.012719907407407407
regenerative_070,regenerative,test,0.0359837962962963,-0.0032638888888888926,-0.0008350333601123751,0.0013297095012376782,0.018680555555555554
regenerative_071,regenerative,test,0.02232638888888889,0.0007638888888888903,-0.0006791015091367547,0.0012974841614358744,0.012303240740740741
regenerative_072,regenerative,train,0.017511574074074075,-0.00025462962962962896,-0.0016061939067005813,0.001141968791689779,0.011273148148148148
regenerative_073,regenerative,train,0.02420138888888889,-0.0023842592592592596,0.0021161968768785406,0.0009655164462025064,0.01275462962962963
regenerative_074,regenerative,test,0.024027777777777776,-0.001759259259259259,0.0013041390962113526,0.0013950480716036447,0.011747685185185186
regenerative_075,regenerative,test,0.017673611111111112,-0.001319444444444446,-0.0020673860841973557,0.0011067018027976197,0.010023148148148147
regenerative_076,regenerative,train,0.0321875,-0.003495370370370371,-0.000991847166832909,0.001697842108110786,0.015914351851851853
regenerative_077,regenerative,train,0.03361111111111111,-0.0022222222222222227,0.0005296127032929887,0.0009993996826353215,0.01752314814814815
regenerative_078,regenerative,train,0.03287037037037037,-0.00023148148148148529,0.0029344438490739944,0.0018477964855069542,0.016550925925925927
regenerative_079,regenerative,test,0.02396990740740741,-0.004282407407407408,-0.002934272388643358,0.0008235504734824173,0.009085648148148148
regenerative_080,regenerative,test,0.038877314814814816,-0.00405092592592593,0.0015174920416574677,0.0012365856870927446,0.018645833333333334
regenerative_081,regenerative,train,0.0450462962962963,0.0006018518518518465,0.0011283569758686316,0.0018425693279752217,0.029675925925925925
regenerative_082,regenerative,train,0.024699074074074075,-0.001851851851851851,0.0019112064517361864,0.0012744101489352597,0.016180555555555556
regenerative_083,regenerative,train,0.029467592592592594,-0.0036574074074074044,0.0011339864760296352,0.0017712493459538206,0.014328703703703703
regenerative_084,regenerative,train,0.024386574074074074,-0.003356481481481481,0.004417792675503006,0.0018007637625743196,0.010810185185185185
regenerative_085,regenerative,train,0.026724537037037036,-0.0013657407407407403,0.00016400814085702756,0.0015624142637657456,0.013125
regenerative_086,regenerative,train,0.035555555555555556,-0.005324074074074078,0.002014117200786772,0.0015876322406928004,0.014305555555555556
regenerative_087,regenerative,train,0.02826388888888889,4.629629629629775e-05,-0.0023404747945094785,0.000734566280214002,0.015532407407407408
regenerative_088,regenerative,train,0.028900462962962965,-0.002569444444444447,-0.0021090706428492064,0.0017306627471112576,0.013101851851851852
regenerative_089,regenerative,train,0.03009259259259259,-0.001990740740740741,0.0012012524399056292,0.0020859037640868173,0.018969907407407408
regenerative_090,regenerative,train,0.03481481481481481,-0.001064814814814817,0.0026316218244675526,0.002690368560327341,0.017893518518518517
regenerative_091,regenerative,test,0.025069444444444443,-0.0024999999999999988,-0.002882890665518068,0.00140175369048173,0.013333333333333334
regenerative_092,regenerative,train,0.04581018518518518,-0.002777777777777775,0.00011086539356405865,0.0017021367089212727,0.0228125
regenerative_093,regenerative,train,0.026458333333333334,0.0010185185185185158,-0.001833225274975281,0.0010245507396449407,0.017372685185185185
regenerative_094,regenerative,train,0.030625,-0.001851851851851851,0.002560309948685532,0.001628781081690026,0.019085648148148147
regenerative_095,regenerative,test,0.031435185185185184,-0.002268518518518517,-0.0004961255321472979,0.0015521346865037238,0.017453703703703704
regenerative_096,regenerative,test,0.04421296296296296,-0.001064814814814817,-0.0016504775792717929,0.0008820629112619279,0.030949074074074073
regenerative_097,regenerative,test,0.04162037037037037,-0.0013425925925925897,-0.0020741641745819603,0.001583576979304359,0.026516203703703705
regenerative_098,regenerative,train,0.02894675925925926,-0.0038194444444444448,0.001621357208172469,0.0014994122505337737,0.012604166666666666
regenerative_099,regenerative,train,0.029421296296296296,-0.001990740740740741,-0.0019051083602888805,0.0019293672513023032,0.021168981481481483
mixed_000,mixed,train,0.03673611111111111,-0.0016203703703703692,0.3963163599597265,0.0016195434397881306,0.02869212962962963
mixed_001,mixed,train,0.029733796296296296,-0.0036342592592592607,0.39110710348642524,0.0011372668930113305,0.023460648148148147
mixed_002,mixed,test,0.015671296296296298,-0.0008796296296296295,0.2977815874012749,0.0007301764025734953,0.010902777777777779
mixed_003,mixed,test,0.03998842592592593,-0.001041666666666663,0.41564260791163604,0.001947438997021303,0.030497685185185187
mixed_004,mixed,train,0.024953703703703704,-0.0022222222222222227,0.4755530722209123,0.000721687836487033,0.015347222222222222
mixed_005,mixed,train,0.0358912037037037,-0.0030787037037037085,0.4407013025493846,0.0016236326287794637,0.02113425925925926
mixed_006,mixed,train,0.030104166666666668,-0.005023148148148152,0.410680439881255,0.0006472174203711031,0.019583333333333335
mixed_007,mixed,test,0.03342592592592593,-0.003842592592592592,0.33072866898610537,0.001426947685872448,0.023726851851851853
mixed_008,mixed,train,0.033622685185185186,0.0011805555555555597,0.373177622971654,0.0014106607591603453,0.028935185185185185
mixed_009,mixed,test,0.016631944444444446,-0.0021064814814814817,0.5464254441792697,0.0005496162069714708,0.01597222222222222
mixed_010,mixed,train,0.03634259259259259,0.003194444444444444,0.42133110735495316,0.0013273399247066167,0.026064814814814815
mixed_011,mixed,train,0.03309027777777778,-0.000532407407407405,0.2634712180500141,0.0009142053328457275,0.02547453703703704
mixed_012,mixed,test,0.03306712962962963,0.002430555555555554,0.34431763459627,0.0019118955086173135,0.022534722222222223
mixed_013,mixed,train,0.044224537037037034,-0.0006250000000000006,0.35645426908792305,0.0017222828917031893,0.030266203703703705
mixed_014,mixed,train,0.03201388888888889,-0.0025462962962962965,0.44351071685582927,0.0010276839296492187,0.023287037037037037
mixed_015,mixed,train,0.03854166666666667,-0.0016666666666666635,0.30046271589271895,0.0011764634962567644,0.030625
mixed_016,mixed,train,0.034386574074074076,-0.0016898148148148176,0.4043023549349144,0.0014381223678071983,0.028587962962962964
mixed_017,mixed,test,0.034756944444444444,-0.003032407407407414,0.553346115481563,0.0007648527869239259,0.02554398148148148
mixed_018,mixed,test,0.021435185185185186,0.001574074074074075,0.4976649416909093,0.0010547023842494923,0.014988425925925926
mixed_019,mixed,train,0.026180555555555554,4.629629629629775e-05,0.26799056413300454,0.0007934785417130838,0.02273148148148148
mixed_020,mixed,train,0.02568287037037037,0.001412037037037038,0.38418666965003334,0.0009928774769106096,0.020763888888888887
mixed_021,mixed,train,0.01912037037037037,-0.00046296296296296363,0.24962086944666192,0.0011245331297676962,0.013773148148148149
mixed_022,mixed,train,0.037349537037037035,-2.314814814814714e-05,0.39008952646712286,0.0011554961070593674,0.02574074074074074
mixed_023,mixed,train,0.02355324074074074,0.001828703703703704,0.348481512253565,0.0011320722490903545,0.015462962962962963
mixed_024,mixed,train,0.034513888888888886,0.003657407407407408,0.2834539466209173,0.0014139331531551349,0.02806712962962963
mixed_025,mixed,train,0.0408912037037037,0.0025694444444444506,0.2687225291779636,0.002336444088584389,0.032442129629629626
mixed_026,mixed,train,0.030358796296296297,0.0012731481481481483,0.390582677926579,0.0019051572825522834,0.020231481481481482
mixed_027,mixed,train,0.01818287037037037,-0.0004398148148148165,0.36537632177010104,0.0005476628779778231,0.013761574074074074
mixed_028,mixed,test,0.03798611111111111,-0.0009259259259259273,0.263496397221153,0.0011488106660812556,0.028935185185185185
mixed_029,mixed,train,0.043402777777777776,-0.0037962962962962976,0.5142073054045568,0.0013840579563774765,0.02875
mixed_030,mixed,train,0.02988425925925926,-0.0011574074074074056,0.36141480041815244,0.0009139855102962795,0.019965277777777776
mixed_031,mixed,test,0.035104166666666665,0.0018750000000000017,0.513568137111504,0.001372931087836486,0.027546296296296298
mixed_032,mixed,train,0.03621527777777778,0.0002546296296296324,0.41753738263975465,0.001344536826613803,0.02388888888888889
mixed_033,mixed,test,0.041493055555555554,-0.0031250000000000028,0.3550265877728594,0.0013713690523875647,0.02792824074074074
mixed_034,mixed,test,0.042847222222222224,-0.0016666666666666635,0.356435260243972,0.0013856056873127007,0.03210648148148148
mixed_035,mixed,train,0.026030092592592594,0.0011805555555555562,0.33289271420900585,0.001790318841774453,0.018564814814814815
mixed_036,mixed,train,0.035868055555555556,-0.0011342592592592654,0.4667678529207592,0.00121163475130756,0.023796296296296298
mixed_037,mixed,train,0.04181712962962963,6.944444444444142e-05,0.45372863146974957,0.000788312555734158,0.030185185185185186
mixed_038,mixed,train,0.03895833333333333,-0.001574074074074075,0.2717862838136646,0.0013708316916197156,0.02966435185185185
mixed_039,mixed,train,0.033715277777777775,-0.003124999999999996,0.30613861031712236,0.0011531751323205278,0.025659722222222223
mixed_040,mixed,test,0.04230324074074074,0.003541666666666665,0.2389264429234153,0.0021293465492212365,0.029861111111111113
mixed_041,mixed,train,0.030104166666666668,-0.0008564814814814824,0.4641615112162548,0.0011230430891904042,0.020462962962962964
mixed_042,mixed,train,0.03405092592592593,-0.004398148148148144,0.3755776820635937,0.001845329950682573,0.02380787037037037
mixed_043,mixed,train,0.029583333333333333,-0.0024074074074074067,0.4623487017953448,0.0014072855697750603,0.022754629629629628
mixed_044,mixed,train,0.03019675925925926,-0.00048611111111111077,0.26477354923485497,0.0012900290794087405,0.023113425925925926
mixed_045,mixed,train,0.027430555555555555,0.0025462962962962965,0.4978199966833854,0.0009861763150065181,0.018819444444444444
mixed_046,mixed,train,0.04189814814814815,-0.0035648148148148123,0.5239098853111127,0.000984272760438394,0.03033564814814815
mixed_047,mixed,train,0.023634259259259258,-0.0018981481481481453,0.5624080955929188,0.0011700696255648256,0.01650462962962963
mixed_048,mixed,train,0.014826388888888889,0.0003009259259259267,0.37423179362123166,0.0013830413166668893,0.009965277777777778
mixed_049,mixed,test,0.030393518518518518,-0.001666666666666667,0.30141925784059503,0.000845778977150236,0.02221064814814815
mixed_050,mixed,train,0.03456018518518519,-0.0025000000000000022,0.2424039143341346,0.0015766251114683165,0.026145833333333333
mixed_051,mixed,train,0.02119212962962963,-0.002013888888888888,0.3175344485867912,0.0008051264022888273,0.013449074074074073
mixed_052,mixed,train,0.03857638888888889,0.0018750000000000017,0.3700528567613934,0.0015767525549953917,0.03079861111111111
mixed_053,mixed,train,0.020266203703703703,0.001921296296296296,0.3246192847074951,0.0013666722341299823,0.015474537037037037
mixed_054,mixed,train,0.03671296296296296,-0.005462962962962961,0.34416430741373144,0.0014404027024170424,0.022974537037037036
mixed_055,mixed,train,0.02841435185185185,-0.0016898148148148141,0.4950302599497978,0.000877723934705871,0.02060185185185185
mixed_056,mixed,train,0.023842592592592592,-0.0014351851851851852,0.28092474366666637,0.0009154499969113514,0.01337962962962963
mixed_057,mixed,train,0.03245370370370371,0.0006018518518518465,0.5117471711469378,0.0007097087831831431,0.02877314814814815
mixed_058,mixed,train,0.03328703703703704,-0.0008333333333333318,0.2503752238078827,0.0015044515564140663,0.019583333333333335
mixed_059,mixed,train,0.02829861111111111,0.003495370370370371,0.5190879148240314,0.0008176737250546328,0.024907407407407406
mixed_060,mixed,test,0.03957175925925926,-0.0006712962962962948,0.29253979418850606,0.0009509776528540041,0.030300925925925926
mixed_061,mixed,test,0.04019675925925926,-0.002662037037037032,0.5603365036836617,0.001132545474003527,0.02634259259259259
mixed_062,mixed,test,0.042465277777777775,-0.0015509259259259278,0.38321040462237044,0.001132072249090355,0.0346875
mixed_063,mixed,test,0.03142361111111111,-0.004513888888888887,0.3581785542843065,0.0007842235933557836,0.023113425925925926
mixed_064,mixed,test,0.0303125,-0.0006712962962962948,0.5083453268496622,0.0014433292674032017,0.02113425925925926
mixed_065,mixed,train,0.032164351851851854,-0.0015046296296296266,0.5369216047524056,0.0013678479506575164,0.022476851851851852
mixed_066,mixed,train,0.01752314814814815,-0.002083333333333333,0.32813553913854293,0.0007418250166186141,0.011956018518518519
mixed_067,mixed,train,0.029733796296296296,0.0023379629629629653,0.510469868169278,0.0012916894827402104,0.019212962962962963
mixed_068,mixed,train,0.02355324074074074,-0.0012731481481481483,0.3029131096258798,0.0012063161643083478,0.017488425925925925
mixed_069,mixed,train,0.02236111111111111,0.004675925925925927,0.538197324952721,0.0010617911982573809,0.02201388888888889
mixed_070,mixed,train,0.02423611111111111,0.0007870370370370375,0.47554568423629373,0.0011945431340222848,0.022025462962962962
mixed_071,mixed,train,0.03606481481481481,-0.0027314814814814806,0.3596349401081866,0.0011471770086448026,0.02644675925925926
mixed_072,mixed,train,0.027569444444444445,-0.0038888888888888896,0.362330367990565,0.0008890214985959034,0.018472222222222223
mixed_073,mixed,test,0.02704861111111111,-0.0028009259259259255,0.4797269537336735,0.000538785269088304,0.019363425925925926
mixed_074,mixed,train,0.0371875,-0.00539351851851852,0.3488705972741517,0.0017383858554340327,0.025578703703703704
mixed_075,mixed,test,0.034305555555555554,0.001064814814814817,0.4729719154898904,0.0006740842490074555,0.026863425925925926
mixed_076,mixed,train,0.024375,0.0022222222222222227,0.2918011491316738,0.001138503021051661,0.017604166666666667
mixed_077,mixed,train,0.020810185185185185,-0.004722222222222225,0.33933041588432145,0.00047608712502785,0.014097222222222223
mixed_078,mixed,train,0.014270833333333333,2.314814814814714e-05,0.3109431318354295,0.0009436242580592154,0.007337962962962963
mixed_079,mixed,train,0.01846064814814815,-0.001597222222222222,0.32779118254614953,0.0007449784741552818,0.013587962962962963
mixed_080,mixed,train,0.02673611111111111,0.001990740740740741,0.4023648561121082,0.0014214923257263004,0.02079861111111111
mixed_081,mixed,test,0.023391203703703702,0.0020601851851851857,0.47001498574206835,0.0010915892089191825,0.017453703703703704
mixed_082,mixed,test,0.04318287037037037,2.314814814814714e-05,0.38389478102563823,0.0022110722881851347,0.03667824074074074
mixed_083,mixed,train,0.04248842592592592,-0.002986111111111113,0.39317375922515924,0.0016924684263355289,0.03662037037037037
mixed_084,mixed,train,0.022256944444444444,-0.003587962962962963,0.40281816616023375,0.00042917815318840646,0.017534722222222222
mixed_085,mixed,train,0.03935185185185185,-0.005972222222222226,0.37292560773864364,0.0017303918139843291,0.028715277777777777
mixed_086,mixed,train,0.03259259259259259,-0.00046296296296296363,0.2789238764915018,0.0014103283529377615,0.02528935185185185
mixed_087,mixed,train,0.042986111111111114,-0.0034259259259259225,0.32075464171011975,0.0013407954127383878,0.026412037037037036
mixed_088,mixed,test,0.03119212962962963,-0.0011805555555555527,0.3593309619479501,0.0017380775899964122,0.024212962962962964
mixed_089,mixed,train,0.01738425925925926,-0.002824074074074076,0.38901956637760327,0.0009009953914828043,0.011724537037037037
mixed_090,mixed,train,0.03890046296296296,0.007060185185185183,0.4347899839250501,0.0015224637520152235,0.032581018518518516
mixed_091,mixed,test,0.027800925925925927,-4.629629629629775e-05,0.28674458998276925,0.00036084391824351623,0.022025462962962962
mixed_092,mixed,train,0.01810185185185185,-0.0010185185185185158,0.3044597778907104,0.0010708364357611467,0.011458333333333333
mixed_093,mixed,test,0.0184375,0.0016435185185185198,0.3872906633659436,0.0008617051664552953,0.01775462962962963
mixed_094,mixed,train,0.01974537037037037,-0.001759259259259259,0.2617044817766622,0.0009872624125988943,0.012546296296296297
mixed_095,mixed,train,0.03917824074074074,-0.0027083333333333334,0.2306274572819866,0.0015946621324059499,0.02795138888888889
mixed_096,mixed,train,0.020868055555555556,-0.0009027777777777767,0.5061376188151777,0.000742095838051409,0.018599537037037036
mixed_097,mixed,test,0.02693287037037037,0.002430555555555554,0.4920024583590828,0.0008516977265965385,0.02042824074074074
mixed_098,mixed,train,0.02144675925925926,-0.0007175925925925926,0.3160913482888249,0.001183898227046034,0.015601851851851851
mixed_099,mixed,train,0.03675925925925926,0.0023611111111111124,0.26397214455120094,0.001805555555555555,0.029768518518518517
